country,mode,model,mean_train_f1,mean_train_accuracy,mean_train_roc_auc,mean_train_specificity,mean_train_sensitivity,tp,tn,fp,fn,roc,sensitivity,specificity,f1,accuracy,best_params,is_SMOTE,refit
NG2008,all,Nearest Neighbor,0.776516261,0.692684435,0.707612406,0.536857729,0.757808167,757,227,191,247,0.648523132,0.753984064,0.543062201,0.775614754,0.691983122,{'n_neighbors': 8},no,accuracy
NG2008,all,MLP,0.813952337,0.725435183,0.760622558,0.422614421,0.851990003,871,154,264,133,0.617975467,0.86752988,0.368421053,0.814399252,0.720815752,{'alpha': 0.1},no,accuracy
IA2006,all,Cost-sensitive Ridge,0.720637335,0.593650915,0.639432238,0.622147996,0.590099008,1441,195,123,946,0.608447092,0.603686636,0.613207547,0.729435586,0.604805915,{'alpha': 1e-08},no,accuracy
IA2006,all,Cost-sensitive Decision Tree,0.840475568,0.73521493,0.564455873,0.339044193,0.784651462,1801,101,217,586,0.536056812,0.754503561,0.317610063,0.817707151,0.703142329,{'criterion': 'entropy'},no,accuracy
IA2006,all,Cost-sensitive Nearest Neighbor,0.935882878,0.879961875,0.574107966,0.034491264,0.98547712,2343,7,311,44,0.501789699,0.98156682,0.022012579,0.929577465,0.868761553,{'n_neighbors': 8},no,accuracy
IA2006,all,Cost-sensitive MLP,0.941126537,0.888888847,0.652101763,0.007194245,0.998924249,2385,2,316,2,0.502725718,0.999162128,0.006289308,0.9375,0.882439926,{'alpha': 0.1},no,accuracy
ML2006,all,Cost-sensitive Ridge,0.780177775,0.671954459,0.760635578,0.703488372,0.667333288,424,76,20,216,0.727083333,0.6625,0.791666667,0.782287823,0.679347826,{'alpha': 1e-08},no,accuracy
ML2006,all,Cost-sensitive Decision Tree,0.87953005,0.794029671,0.59290196,0.329069767,0.861577746,558,22,74,82,0.550520833,0.871875,0.229166667,0.877358491,0.788043478,{'criterion': 'entropy'},no,accuracy
ML2006,all,Cost-sensitive Nearest Neighbor,0.924201486,0.861504226,0.657411281,0.134672304,0.967086977,606,9,87,34,0.5203125,0.946875,0.09375,0.909227307,0.835597826,{'n_neighbors': 8},no,accuracy
ML2006,all,Cost-sensitive MLP,0.925833208,0.864440228,0.721808452,0.143551797,0.969095881,617,11,85,23,0.539322917,0.9640625,0.114583333,0.9195231,0.85326087,{'alpha': 0.0001},no,accuracy
NG2008,all,Cost-sensitive Ridge,0.75648877,0.692985562,0.759663982,0.733133636,0.67621145,688,323,95,316,0.728993118,0.685258964,0.772727273,0.770005596,0.710970464,{'alpha': 1e-08},no,accuracy
NG2008,all,Cost-sensitive Decision Tree,0.733850468,0.655335759,0.635870591,0.610556995,0.674051683,681,251,167,323,0.639382661,0.678286853,0.600478469,0.735421166,0.655414909,{'criterion': 'entropy'},no,accuracy
NG2008,all,Cost-sensitive Nearest Neighbor,0.779018027,0.691762789,0.712413103,0.501538212,0.771263793,766,216,202,238,0.639847309,0.762948207,0.516746411,0.776876268,0.690576653,{'n_neighbors': 8},no,accuracy
NG2008,all,Cost-sensitive MLP,0.81322925,0.723290763,0.754526901,0.409169905,0.854603414,856,175,243,148,0.635624964,0.852589641,0.418660287,0.814075131,0.725035162,{'alpha': 0.1},no,accuracy
IA2015,sparse,Ridge,0.965511697,0.933322972,0.715437175,0,1,12839,0,968,0,0.5,1,0,0.963671846,0.929890635,{'alpha': 1e-08},no,accuracy
IA2015,sparse,Decision Tree,0.965511697,0.933322972,0.714442743,0,1,12839,0,968,0,0.5,1,0,0.963671846,0.929890635,{'criterion': 'gini'},no,accuracy
IA2015,sparse,Nearest Neighbor,0.961671179,0.926453217,0.626909277,0.053613054,0.988809326,12763,24,944,76,0.509436962,0.994080536,0.024793388,0.961576132,0.92612443,{'n_neighbors': 8},no,accuracy
IA2015,sparse,MLP,0.965511697,0.933322972,0.716719012,0,1,12839,0,968,0,0.5,1,0,0.963671846,0.929890635,{'alpha': 0.0001},no,accuracy
IA2015,sparse+contextual,Ridge,0.965511697,0.933322972,0.737232609,0,1,12839,0,968,0,0.5,1,0,0.963671846,0.929890635,{'alpha': 1e-08},no,accuracy
IA2015,sparse+contextual,Decision Tree,0.93919933,0.886882188,0.561013724,0.196736597,0.936186511,12035,189,779,804,0.566313117,0.9373783,0.195247934,0.938291818,0.885348012,{'criterion': 'entropy'},no,accuracy
IA2015,sparse+contextual,Nearest Neighbor,0.964552405,0.931706559,0.634513624,0.038228438,0.995537052,12798,33,935,41,0.515448757,0.996806605,0.034090909,0.963269607,0.929311219,{'n_neighbors': 8},no,accuracy
IA2015,sparse+contextual,MLP,0.965408472,0.933136463,0.669858063,0.001398601,0.99970025,12610,115,853,229,0.550482686,0.98216372,0.118801653,0.958862444,0.921633954,{'alpha': 0.1},no,accuracy
